"code","source_page","view","schematic_x","schematic_y","primary_source_description","learning_note_he","learning_note_en","comparison_code","alternative_he","focused_check","alignment_33","source_conflict_33","review_status","reviewer","review_date","review_notes"
"GV 6","206","back","500","545","In the upper back region, in the depression inferior to the spinous process of the 11th thoracic vertebra (T11), on the posterior median line.","GV 6 משתמשת בשקע שמתחת לזיז T11, ו־GV 5 ב־L1. שתי הנקודות בקו האמצע, אך הרצף מדלג על T12. מספר נקודה אינו מבטיח מעבר לחוליה הסמוכה.","GV 6 uses the depression below T11 and GV 5 below L1. Both are midline, but the point sequence skips T12. Consecutive point numbers do not guarantee adjacent vertebrae.","GV 5","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 7","207","back","500","510","In the upper back region, in the depression inferior to the spinous process of the tenth thoracic vertebra (T10), on the posterior median line.","GV 7 בשקע שמתחת לזיז T10 בקו האמצע האחורי. BL 19 בגובה זה בהיסט 1.5 B-cun. קוראים תחילה את גובה T10 ואז מבחינים בין שקע מרכזי לסימון צדדי.","GV 7 is below T10 on the posterior midline; BL 19 uses that level at a 1.5 B-cun offset. Establish T10 before distinguishing midline depression from lateral marker.","BL 19","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 8","207","back","500","475","In the upper back region, in the depression inferior to the spinous process of the ninth thoracic vertebra (T9), on the posterior median line.","GV 8 נמצאת מתחת לזיז T9 ו־GV 9 מתחת לזיז T7. אין ביניהן נקודת GV מקבילה ב־T8 ברשימה הזאת. שמירת סדר החוליות חשובה יותר מהנחת מרווחים שווים.","GV 8 lies below T9 and GV 9 below T7. This list has no intervening GV counterpart at T8. Preserve vertebral order rather than assuming equal point spacing.","GV 9","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 9","208","back","500","405","In the upper back region, in the depression inferior to the spinous process of the seventh thoracic vertebra (T7), on the posterior median line. Note: The depression inferior to the spinous process of the seventh thoracic vertebra (T7) which is at the intersection of two imaginary lines: the posterior midline and the horizontal line of the inferior border of the inferior angle of the scapula.","הגבול התחתון של זיז T7 קובע את גובה GV 9. BL 17 נמצאת 1.5 B-cun הצדה באותו מפלס. הזווית התחתונה של השכמה מוזכרת כעזר, אך הסכמה אינה מדידה על שכמה מסוימת.","The inferior T7 spinous-process border sets GV 9’s level; BL 17 is 1.5 B-cun lateral there. The scapular inferior angle is an auxiliary reference, not a patient-specific measurement in this schematic.","BL 17","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 10","208","back","500","370","In the upper back region, in the depression inferior to the spinous process of the sixth thoracic vertebra (T6), on the posterior median line.","GV 10 מתוארת מתחת לזיז T6 ו־GV 11 מתחת לזיז T5. שתיהן בקו האמצע; הגדלת מספר GV כאן מתקדמת מעלה לאורך הגב, ולא מטה לפי מספר החוליה.","GV 10 is below T6 and GV 11 below T5, both midline. Increasing GV number here moves upward along the back rather than downward with increasing vertebral number.","GV 11","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 11","209","back","500","335","In the upper back region, in the depression inferior to the spinous process of the fifth thoracic vertebra (T5), on the posterior median line.","GV 11 משתמשת בזיז T5, ו־GV 12 בזיז T3. הרשומות מדלגות על גובה T4 בקו האמצע. נקודות BL בגובה T4 קיימות, אך אינן הופכות לנקודת GV נוספת.","GV 11 uses T5 and GV 12 uses T3, skipping a T4 midline counterpart in this sequence. BL records at T4 do not imply an additional GV point.","GV 12","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 12","209","back","500","265","In the upper back region, in the depression inferior to the spinous process of the third thoracic vertebra (T3), on the posterior median line. Note: The depression inferior to the spinous process of the third thoracic vertebra (T3) which is at the intersection of two imaginary lines: the posterior median line and the horizontal line of the medial end of the spine of the scapula.","GV 12 נמצאת מתחת לזיז T3 בקו האמצע. BL 13 בהיסט 1.5 B-cun מאותו גובה. קוץ השכמה מספק הקשר אזורי; נקודת הייחוס המפורשת היא זיז החוליה.","GV 12 lies below T3 on the midline; BL 13 is 1.5 B-cun lateral at that level. The scapular spine gives regional context; the explicit reference is the vertebral spinous process.","BL 13","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 13","210","back","500","195","In the upper back region, in the depression inferior to the spinous process of the first thoracic vertebra (T1), on the posterior median line.","GV 13 משתמשת בזיז T1 ו־GV 14 בזיז C7, שתיהן בשקע שמתחת לזיז ובקו האמצע. מעבר מהחזה לצוואר משנה את אות הסדרה, ולא רק את המספר.","GV 13 uses T1 and GV 14 C7, both in the depression below the spinous process on the midline. Moving from thorax to neck changes the series letter as well as the number.","GV 14","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 14","210","back","500","160","In the posterior region of the neck, in the depression inferior to the spinous process of the seventh cervical vertebra (C7), on the posterior median line. Note 1: When the head is in a neutral position while the subject is seated, the most prominent site on the posterior aspect of the neck is the spinous process of the seventh cervical vertebra (C7). Forward flexion of the neck may facilitate palpation of the C7 spinous process. Note 2: Slight rotation of C7 can be pal- pated by rotating the head with the neck slightly flexed.","השקע שמתחת לזיז C7 מגדיר את GV 14 בקו האמצע האחורי. SI 15 נמצאת באותו גובה בהיסט 2 B-cun. בליטה בתמונה אינה מספיקה כשלעצמה לקביעה שהיא C7.","The depression below the C7 spinous process defines midline GV 14. SI 15 shares the level with a 2 B-cun offset. A prominence in a picture alone does not establish C7 identity.","SI 15","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 15","211","headBack","500","550","In the posterior region of the neck, in the depression superior to the spinous process of the second cervical vertebra (C2), on the posterior median line. Note: After locating GV16, GV15 is located 0.5 B-cun inferior to GV16.","שתיהן בקו האמצע האחורי של הצוואר. GV 15 מתייחסת לגובה החוליה הצווארית השנייה; GV 16 לשקע שמתחת לבליטה העורפית החיצונית. ציון הדרך הגרמי שונה.","Both lie on the posterior neck midline. GV 15 refers to the second cervical vertebral level; GV 16 to the depression below the external occipital protuberance. The bony reference differs.","GV 16","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 16","211","headBack","500","450","In the posterior region of the neck, directly inferior to the external occipital protuberance, in the depression between the trapezius muscles. Note: With the head slightly extended in the seated position, loosen the trapezius muscle, then move superiorly from the midpoint of the posterior hairline to the occipital bone, gV16 will be found.","שתיהן בקו האמצע האחורי של הצוואר. GV 15 מתייחסת לגובה החוליה הצווארית השנייה; GV 16 לשקע שמתחת לבליטה העורפית החיצונית. ציון הדרך הגרמי שונה.","Both lie on the posterior neck midline. GV 15 refers to the second cervical vertebral level; GV 16 to the depression below the external occipital protuberance. The bony reference differs.","GV 15","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 17","212","headBack","500","385","On the head, in the depression superior to the external occipital protuberance. Note: GV17 is located in the depression at the intersection of two imaginary lines: the vertical line of the posterior median line and the horizontal line of the superior border of the external occipital protuberance, at the same level as BL9.","העוגן הוא השקע מעל הבליטה העורפית החיצונית בקו האמצע האחורי. אותו גובה יכול להופיע בנקודות צדדיות בלי שהן נמצאות בקו האמצע.","Use the depression above the external occipital protuberance on the posterior midline. Lateral points may share the level without sharing the midline.","BL 9","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"GV 18","212","scalp","500","600","On the head, 4 B-cun superior to the posterior hairline, on the posterior median line. Note: GV18 is located in the depression 1.5 B-cun superior to gV17.","GV 18 נמצאת 4 B-cun מעל קו השיער האחורי, ו־GV 19 במרחק 5.5. כאן מודדים מהקו האחורי, בניגוד לנקודות קרקפת שנמדדות מקו השיער הקדמי.","GV 18 is 4 B-cun above the posterior hairline and GV 19 is 5.5. These measurements start at the posterior hairline, unlike scalp records measured from the anterior one.","GV 19","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
